"stripped_cell_line_name","cell_line_name","Sample Name","CCLE_Name","alias","DepMap_ID","COSMIC identifier","Sanger_Model_ID","master_ccl_id","sampleid","Cellosaurus.Accession.id","sex","age","ds_group","ds_type","ds_subtype","characteristics","primary_site","sample_site","metastatic","primary_or_metastasis","depmap_public_comments"
"HG3","HG-3",NA,"HG3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-001520",NA,NA,NA,NA,NA,"Male",70,"Lymphoid","B-cell leukemia","NOS",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,"Primary",NA
"HGC27","HGC-27","HGC-27","HGC27_STOMACH",NA,"ACH-000847",907055,"SIDM00290",368,"HGC-27","CVCL_1279","Unknown",NA,"Gastrointestinal","Gastric","Adenocarcinoma",NA,"stomach","lymph_node",TRUE,"Metastasis",NA
"HGRT","HGRT",NA,"HGRT_EMBRYONAL",NA,"ACH-002049",NA,NA,NA,NA,NA,"Female",3,"Other","Embryonal","Teratoma",NA,NA,"Embryonal",NA,"Primary",NA
"HH","HH","HH","HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-000061",907056,"SIDM00671",369,"HH [Human lymphoma]","CVCL_1280","Male",61,"Lymphoid","Lymphoma","Cutaneous T-cell",NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA,NA
"HHUA","HHUA",NA,"HHUA_ENDOMETRIUM",NA,"ACH-002026",NA,NA,NA,NA,NA,"Female",54,"Urogenital","Endometrial","Adenocarcinoma",NA,NA,"endometrium",NA,"Primary",NA
"HIRSBM","HIRS-BM",NA,"HIRSBM_ENDOMETRIUM",NA,"ACH-002047",NA,NA,NA,NA,NA,"Female",16,"Urogenital","Endometrial","Adenocarcinoma",NA,NA,"haematopoietic_and_lymphoid_tissue",TRUE,"Metastasis",NA
"HK2","HK-2",NA,"HK2_KIDNEY",NA,"ACH-001087",NA,NA,NA,NA,NA,"Unknown",NA,"Engineered","Engineered","NOS",NA,NA,"kidney",NA,NA,NA
"HKA1","HKA-1",NA,"HKA1_SKIN",NA,"ACH-001521",NA,NA,NA,NA,NA,"Female",77,"Skin","Skin carcinoma","Squamous",NA,NA,"skin",NA,"Primary",NA
"HKBMM","HKBMM",NA,"HKBMM_CENTRAL_NERVOUS_SYSTEM",NA,"ACH-002070",NA,NA,NA,NA,NA,"Female",48,"Nervous system","Meningioma","NOS",NA,NA,"central_nervous_system",NA,"Primary",NA
"HKGZCC","HKGZ-CC",NA,"HKGZCC_BILIARY_TRACT",NA,"ACH-001852",NA,NA,NA,NA,NA,"Male",NA,"Gastrointestinal","Bile duct","Intrahepatic cholangiocarcinoma",NA,NA,"biliary_tract",NA,NA,NA
"HL60","HL-60","HL-60","HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-000002",905938,"SIDM00829",371,"HL-60","CVCL_0002","Female",35,"Myeloid","Myeloid leukemia","Acute myeloid leukemia (AML)","M3","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,"Primary",NA
"HLC1",NA,NA,"HLC1_LUNG","HLC-1","ACH-001088",NA,NA,NA,NA,NA,"Unknown",NA,"Lung","Lung","Small cell (SCLC)",NA,NA,"pleural_effusion",TRUE,"Metastasis",NA
"HLE",NA,"HLE","HLE_LIVER",NA,"ACH-001089",907057,"SIDM00064",NA,NA,NA,"Male",68,"Gastrointestinal","Liver","Hepatocellular carcinoma",NA,NA,"liver",NA,NA,NA
"HLF","HLF",NA,"HLF_LIVER",NA,"ACH-000393",NA,"SIDM00065",374,"HLF","CVCL_2947","Male",69,"Gastrointestinal","Liver","Hepatocellular carcinoma",NA,"liver","liver",NA,"Primary",NA
"HLFA","HLF-a",NA,"HLFA_FIBROBLAST",NA,"ACH-000797",NA,NA,NA,NA,NA,"Female",54,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,"Primary",NA
"HMC18","HMC-1-8",NA,"HMC18_BREAST",NA,"ACH-000721",NA,NA,376,"HMC-1-8","CVCL_2949","Female",35,"Breast","Breast","NOS","ERneg; HER2neg; Basal B","breast","pleural_effusion",TRUE,"Metastasis",NA
"HMCB","HMCB",NA,"HMCB_SKIN","CHL-1","ACH-000931",NA,"SIDM00914",377,"HMCB","CVCL_3317","Female",NA,"Skin","Melanoma","NOS",NA,"skin","skin",NA,"Primary",NA
"HMEL","HMEL",NA,"HMEL_BREAST",NA,"ACH-000642",NA,NA,NA,NA,NA,"Unknown",NA,"Engineered","Engineered","NOS",NA,NA,"breast",NA,NA,NA
"HMMME","HMMME",NA,"HMMME_LUNG",NA,"ACH-002033",NA,NA,NA,NA,NA,"Male",72,"Lung","Lung","Mesothelioma",NA,NA,"pleural_effusion",NA,"Primary",NA
"HMVII","HMV-II",NA,"HMVII_SKIN",NA,"ACH-002040",NA,"SIDM00291",NA,NA,NA,"Female",65,"Skin","Melanoma","NOS",NA,NA,"skin",NA,"Primary",NA
"HMY1","HMY-1",NA,"HMY1_SKIN",NA,"ACH-001522",NA,NA,NA,NA,NA,"Male",62,"Skin","Melanoma","NOS",NA,NA,"lymph_node",TRUE,"Metastasis",NA
"HN",NA,"HN","HN_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-001090",907059,"SIDM01061",NA,NA,NA,"Male",60,"Head and Neck","Head and Neck","Squamous","Oral",NA,"lymph_node",TRUE,"Metastasis",NA
"HNT34",NA,NA,"HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HNT-34","ACH-000299",NA,NA,NA,NA,NA,"Female",47,"Myeloid","Myeloid leukemia","Acute myeloid leukemia (AML)","M4",NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA
"HO1N1","HO-1-N-1","HO-1-N-1","HO1N1_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-002244",924111,"SIDM00592",NA,NA,NA,"Unknown",NA,"Head and Neck","Head and Neck","Squamous","Oral",NA,"upper_aerodigestive_tract",NA,NA,NA
"HO1U1","HO-1-u-1",NA,"HO1U1_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-002045",NA,"SIDM00591",NA,NA,NA,"Male",NA,"Head and Neck","Head and Neck","Squamous","Oral",NA,"upper_aerodigestive_tract",NA,"Primary",NA
"HOKUG","HOKUG",NA,"HOKUG_CERVIX",NA,"ACH-002019",NA,NA,NA,NA,NA,"Female",53,"Urogenital","Cervical","Glassy cell",NA,NA,"cervix",NA,"Primary",NA
"HOP62","HOP-62","HOP-62","HOP62_LUNG",NA,"ACH-000861",905972,"SIDM00133",381,"HOP-62","CVCL_1285","Female",NA,"Lung","Lung","Small cell (SCLC)",NA,"","lung",NA,"Primary",NA
"HOP92","HOP-92","HOP-92","HOP92_LUNG",NA,"ACH-000825",905973,"SIDM00134",382,"HOP-92","CVCL_1286","Male",NA,"Lung","Lung","Small cell (SCLC)",NA,"","lung",NA,"Primary",NA
"HOS","HOS","HOS","HOS_BONE",NA,"ACH-000613",907060,"SIDM00806",383,"HOS","CVCL_0312","Female",13,"Bone","Bone","Osteosarcoma",NA,"bone","bone",NA,"Primary",NA
"HOTHC","HOTHC",NA,"HOTHC_THYROID",NA,"ACH-002041",NA,NA,NA,NA,NA,"Female",NA,"Thyroid","Thyroid","NOS",NA,NA,"thyroid",NA,"Primary",NA
"HOUAI","HOUA-I",NA,"HOUAI_ENDOMETRIUM",NA,"ACH-002027",NA,NA,NA,NA,NA,"Female",55,"Urogenital","Endometrial","Adenocarcinoma",NA,NA,"endometrium",NA,"Primary",NA
"HP","HP",NA,"HP_SOFT_TISSUE",NA,"ACH-002559",NA,"SIDM01214",NA,NA,NA,"Unknown",NA,"Soft tissue","Sarcoma","NOS",NA,NA,"soft_tissue",NA,NA,NA
"HPAC","HPAC","HPAC","HPAC_PANCREAS",NA,"ACH-000270",1298136,"SIDM00670",384,"HPAC","CVCL_3517","Female",64,"Gastrointestinal","Pancreas","Ductal adenocarcinoma","Exocrine","pancreas","pancreas",NA,"Primary",NA
"HPAFII","HPAF-II","HPAF-II","HPAFII_PANCREAS",NA,"ACH-000094",724869,"SIDM00669",385,"HPAF-II","CVCL_0313","Male",44,"Gastrointestinal","Pancreas","Ductal adenocarcinoma","Exocrine","pancreas","ascites",TRUE,"Metastasis",NA
"HPBALL","HPB-ALL",NA,"HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-000942",NA,NA,386,"HPB-ALL","CVCL_1820","Male",14,"Lymphoid","T-cell leukemia","T-cell acute lymphoblastic leukemia (T-ALL)",NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,"Primary",NA
"HRT18","HRT18",NA,"HRT18_LARGE_INTESTINE",NA,"ACH-001091",NA,"SIDM00788",NA,NA,NA,"Male",67,"Gastrointestinal","Colorectal","Adenocarcinoma",NA,NA,"large_intestine",NA,NA,NA
"HS172T",NA,NA,"HS172T_FIBROBLAST",NA,"ACH-000088",NA,NA,NA,NA,NA,"Male",50,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,NA,NA
"HS229T","Hs 229.T",NA,"HS229T_FIBROBLAST",NA,"ACH-000131",NA,NA,NA,NA,NA,"Male",65,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,"Primary",NA
"HS255T","HS255T",NA,"HS255T_FIBROBLAST",NA,"ACH-000199",NA,NA,NA,NA,NA,"Female",46,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,NA,NA
"HS257T","Hs 257.T",NA,"HS257T_SPLEEN",NA,"ACH-002503",NA,NA,NA,NA,NA,"Male",71,"Gastrointestinal","Colorectal","Adenocarcinoma",NA,NA,"spleen",NA,NA,NA
"HS274T","HS274T",NA,"HS274T_FIBROBLAST",NA,"ACH-000134",NA,NA,NA,NA,NA,"Female",66,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,NA,NA
"HS281T","Hs 281.T",NA,"HS281T_FIBROBLAST",NA,"ACH-000083",NA,NA,NA,NA,NA,"Female",37,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,NA,NA
"HS294T","Hs 294T",NA,"HS294T_SKIN","A101D, Hs 294.T","ACH-000014",NA,"SIDM00800",395,"Hs 294T","CVCL_0331","Male",56,"Skin","Melanoma","NOS",NA,"skin","lymph_node",TRUE,"Metastasis",NA
"HS343T","Hs  343.T",NA,"HS343T_FIBROBLAST",NA,"ACH-000184",NA,NA,NA,NA,NA,"Female",47,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,NA,NA
"HS445","Hs-445","Hs-445","HS445_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-002245",1322218,"SIDM00668",NA,NA,NA,"Female",56,"Lymphoid","Lymphoma","Hodgkin lymphoma",NA,NA,"lymph_node",NA,"Primary",NA
"HS571T",NA,NA,"HS571T_OVARY",NA,"ACH-001092",NA,NA,NA,NA,NA,"Unknown",NA,"Urogenital","Ovarian","NOS",NA,NA,"ovary",NA,"Primary",NA
"HS578BST",NA,NA,NA,NA,NA,NA,NA,399,"Hs 578Bst","CVCL_0807",NA,NA,"Non-cancerous","Non-cancerous","Breast epithelial cell",NA,"",NA,NA,NA,NA
"HS578T","Hs 578T","Hs-578-T","HS578T_BREAST",NA,"ACH-000148",905957,"SIDM00135",400,"Hs 578T","CVCL_0332","Female",74,"Breast","Breast","Ductal","ERneg; HER2neg; Basal B","breast","breast",NA,"Primary",NA
"HS600T",NA,NA,"HS600T_FIBROBLAST","Hs 600.T","ACH-000240",NA,NA,NA,NA,NA,"Male",NA,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,"Primary",NA
"HS602","Hs 602",NA,"HS602_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-002483",NA,NA,NA,NA,NA,"Female",NA,"Lymphoid","Lymphoma","NOS",NA,NA,"lymph_node",NA,NA,NA
"HS604T",NA,NA,"HS604T_FIBROBLAST",NA,"ACH-001093",NA,NA,NA,NA,NA,"Male",21,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"lymph_node",NA,NA,NA
"HS606T","Hs 606.T",NA,"HS606T_FIBROBLAST",NA,"ACH-000540",NA,NA,NA,NA,NA,"Female",44,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,NA,NA
"HS611T","Hs 611.T",NA,"HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-000069",NA,NA,405,"Hs 611.T","CVCL_0823","Female",48,"Lymphoid","Lymphoma","Hodgkin lymphoma",NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA,NA
"HS616T",NA,NA,"HS616T_FIBROBLAST",NA,"ACH-000063",NA,NA,NA,NA,NA,"Male",16,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,NA,NA
"HS618T","Hs 618.T",NA,"HS618T_FIBROBLAST",NA,"ACH-000539",NA,NA,NA,NA,NA,"Female",60,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,"Primary",NA
"Hs630T","Hs-630-T",NA,"HS630T_ENDOMETRIUM",NA,"ACH-002628",NA,"SIDM00691",NA,NA,NA,"Unknown",NA,"Urogenital","Endometrial","NOS",NA,NA,"central_nervous_system",NA,NA,NA
"HS633T","Hs-633T","Hs633T","HS633T_SOFT_TISSUE",NA,"ACH-002246",1240149,"SIDM00667",NA,NA,NA,"Unknown",NA,"Soft tissue","Sarcoma","NOS",NA,NA,"soft_tissue",NA,NA,NA
"HS675T",NA,NA,"HS675T_FIBROBLAST",NA,"ACH-000214",NA,NA,NA,NA,NA,"Male",NA,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,NA,NA
"HS683","Hs 683","Hs683","HS683_CENTRAL_NERVOUS_SYSTEM",NA,"ACH-000067",1240150,"SIDM00666",409,"Hs 683","CVCL_0844","Male",76,"Nervous system","Glioma","Oligodendroglioma",NA,"central_nervous_system","central_nervous_system",NA,"Primary",NA
"HS688AT","Hs 688(A).T",NA,"HS688AT_FIBROBLAST",NA,"ACH-000306",NA,NA,410,"Hs 688(A).T","CVCL_0846","Male",69,"Non-cancerous","Non-cancerous","Fibroblast",NA,"skin","fibroblast",NA,"Primary",NA
"HS695T","Hs 695T",NA,"HS695T_SKIN",NA,"ACH-000799",NA,NA,NA,NA,NA,"Male",26,"Skin","Melanoma","Amelanotic",NA,NA,"lymph_node",TRUE,"Metastasis",NA
"HS698T","Hs 698.T",NA,"HS698T_FIBROBLAST",NA,"ACH-000850",NA,NA,NA,NA,NA,"Male",70,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"soft_tissue",TRUE,"Metastasis",NA
"HS704","HS704",NA,"HS704_BONE","HS704T, HS-704","ACH-001713",NA,NA,NA,NA,NA,"Female",13,"Bone","Bone","Osteosarcoma",NA,NA,"bone",NA,NA,NA
"HS706T",NA,NA,"HS706T_BONE",NA,"ACH-000071",NA,NA,NA,NA,NA,"Female",16,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,NA,NA
"HS707T","HS707",NA,"HS707T_BONE","HS-707, HS707AT, Hs707(A)T","ACH-001714",NA,NA,NA,NA,NA,"Male",13,"Bone","Bone","Osteosarcoma",NA,NA,"bone",NA,NA,NA
"HS729","Hs 729",NA,"HS729_SOFT_TISSUE",NA,"ACH-000133",NA,NA,414,"Hs 729.T","CVCL_0871","Male",74,"Non-cancerous","Non-cancerous","Fibroblast",NA,"soft_tissue","fibroblast",NA,"Primary",NA
"HS737T",NA,NA,"HS737T_FIBROBLAST",NA,"ACH-000185",NA,NA,NA,NA,NA,"Female",10,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,NA,NA
"HS739T",NA,NA,"HS739T_FIBROBLAST",NA,"ACH-000413",NA,NA,NA,NA,NA,"Female",52,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,NA,NA
"HS742T","Hs 742.T",NA,"HS742T_FIBROBLAST",NA,"ACH-000230",NA,NA,NA,NA,NA,"Female",71,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,NA,NA
"HS746T","Hs 746T","Hs746T","HS746T_STOMACH",NA,"ACH-000616",1240151,"SIDM00665",418,"Hs 746.T","CVCL_0333","Male",74,"Gastrointestinal","Gastric","Adenocarcinoma",NA,"stomach","soft_tissue",TRUE,"Metastasis",NA
"HS751T",NA,NA,"HS751T_FIBROBLAST",NA,"ACH-000165",NA,NA,NA,NA,NA,"Male",NA,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,NA,NA
"HS766T","Hs 766T","Hs766T","HS766T_PANCREAS",NA,"ACH-000178",1298141,"SIDM00664",421,"Hs 766T","CVCL_0334","Male",46,"Gastrointestinal","Pancreas","Ductal adenocarcinoma","Exocrine","pancreas","lymph_node",TRUE,"Metastasis",NA
"HS769T","Hs 769.T",NA,"HS769T_URINARY_TRACT",NA,"ACH-002484",NA,NA,NA,NA,NA,"Female",59,"Urogenital","Bladder","Transitional cell",NA,NA,"urinary_tract",NA,NA,NA
"HS819T",NA,NA,"HS819T_FIBROBLAST",NA,"ACH-000224",NA,NA,NA,NA,NA,"Male",60,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,NA,NA
"HS821T","Hs 821.T",NA,"HS821T_FIBROBLAST",NA,"ACH-000526",NA,NA,NA,NA,NA,"Female",31,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,"Primary",NA
"HS822T",NA,NA,"HS822T_FIBROBLAST","Hs 822.T","ACH-000229",NA,NA,424,"Hs 822.T","CVCL_0933","Female",9,"Non-cancerous","Non-cancerous","Fibroblast",NA,"bone","fibroblast",NA,"Primary",NA
"HS834T",NA,NA,"HS834T_FIBROBLAST",NA,"ACH-000275",NA,NA,NA,NA,NA,"Female",NA,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"lymph_node",TRUE,"Metastasis",NA
"HS839T","Hs 839.T",NA,"HS839T_FIBROBLAST",NA,"ACH-000180",NA,NA,426,"Hs 839.T","CVCL_0941","Female",42,"Non-cancerous","Non-cancerous","Fibroblast",NA,"skin","fibroblast",NA,NA,NA
"HS840T",NA,NA,"HS840T_FIBROBLAST",NA,"ACH-000284",NA,NA,NA,NA,NA,"Male",7,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,NA,NA
"HS852T","Hs 852.T",NA,"HS852T_SKIN",NA,"ACH-000274",NA,NA,428,"Hs 852.T","CVCL_0950","Male",53,"Skin","Melanoma","NOS",NA,"skin","skin",NA,NA,NA
"HS860T","Hs 860.T",NA,"HS860T_BONE","HS-860, HS860","ACH-001712",NA,NA,NA,NA,NA,"Male",22,"Bone","Bone","Osteosarcoma",NA,NA,"bone",NA,NA,NA
"HS863T","Hs 863.T",NA,"HS863T_FIBROBLAST",NA,"ACH-000119",NA,NA,NA,NA,NA,"Female",5,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,NA,NA
"HS870T","Hs 870.T",NA,"HS870T_FIBROBLAST",NA,"ACH-000340",NA,NA,NA,NA,NA,"Male",NA,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,NA,NA
"HS888LU",NA,NA,NA,NA,NA,NA,NA,431,"Hs 888.Lu","CVCL_0977",NA,NA,"Non-cancerous","Non-cancerous","Lung epithelial cell",NA,"",NA,NA,NA,NA
"HS888T","HS888T",NA,"HS888T_FIBROBLAST",NA,"ACH-000154",NA,NA,432,"Hs 888.T","CVCL_0979","Male",20,"Non-cancerous","Non-cancerous","Fibroblast",NA,"bone","fibroblast",NA,NA,NA
"HS895T","Hs 895.T",NA,"HS895T_FIBROBLAST",NA,"ACH-000043",NA,NA,434,"Hs 895.T","CVCL_0993","Female",48,"Non-cancerous","Non-cancerous","Fibroblast",NA,"skin","fibroblast",TRUE,"Metastasis",NA
"HS926T","Hs 926.T",NA,"HS926T_KIDNEY",NA,"ACH-002385",NA,NA,NA,NA,NA,"Female",2,"Soft tissue","Sarcoma","NOS",NA,NA,"kidney",NA,"Primary",NA
"HS934T","Hs 934.T",NA,"HS934T_FIBROBLAST",NA,"ACH-000194",NA,NA,436,"Hs 934.T","CVCL_1031","Female",58,"Non-cancerous","Non-cancerous","Fibroblast",NA,"skin","fibroblast",NA,"Primary",NA
"HS936T","Hs 936.T",NA,"HS936T_SKIN",NA,"ACH-000801",NA,NA,437,"Hs 936.T","CVCL_1033","Male",NA,"Skin","Melanoma","NOS",NA,"skin","skin",NA,NA,NA
"HS939T","Hs 939.T","Hs939-T","HS939T_SKIN",NA,"ACH-000814",1298144,"SIDM00663",NA,NA,NA,"Female",24,"Skin","Melanoma","NOS",NA,NA,"skin",NA,NA,NA
"HS940T","Hs 940.T","Hs940-T","HS940T_FIBROBLAST",NA,"ACH-000135",1298145,"SIDM00662",439,"Hs 940.T","CVCL_1038","Male",57,"Non-cancerous","Non-cancerous","Fibroblast",NA,"skin","fibroblast",NA,"Primary",NA
"HS944T","Hs 944.T",NA,"HS944T_SKIN",NA,"ACH-000632",NA,"SIDM00063",440,"Hs 944.T","CVCL_1040","Male",51,"Skin","Melanoma","NOS",NA,"skin","skin",TRUE,"Metastasis",NA
"HSB2","HSB2",NA,"HSB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-001737",NA,NA,NA,NA,NA,"Unknown",11,"Lymphoid","T-cell leukemia","T-cell acute lymphoblastic leukemia (T-ALL)",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA
"HSC1","HSC-1",NA,"HSC1_SKIN",NA,"ACH-001523",NA,NA,NA,NA,NA,"Male",75,"Skin","Skin carcinoma","Squamous",NA,NA,"skin",NA,"Primary",NA
"HSC2","HSC-2","HSC-2","HSC2_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-000472",753562,"SIDM00590",441,"HSC-2","CVCL_1287","Male",69,"Head and Neck","Head and Neck","Squamous","Oral","upper_aerodigestive_tract","upper_aerodigestive_tract",TRUE,"Metastasis",NA
"HSC3","HSC-3","HSC-3","HSC3_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-000778",907061,"SIDM00589",442,"HSC-3","CVCL_1288","Male",64,"Head and Neck","Head and Neck","Squamous","Tongue","upper_aerodigestive_tract","upper_aerodigestive_tract",TRUE,"Metastasis",NA
"HSC39","HSC-39","HSC-39","HSC39_STOMACH",NA,"ACH-002141",1322224,"SIDM00045",NA,NA,NA,"Unknown",NA,"Gastrointestinal","Gastric","Signet ring cell adenocarcinoma",NA,NA,"ascites",TRUE,"Metastasis",NA
"HSC4","HSC-4","HSC-4","HSC4_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-000546",907062,"SIDM00588",443,"HSC-4","CVCL_1289","Male",64,"Head and Neck","Head and Neck","Squamous","Tongue","upper_aerodigestive_tract","upper_aerodigestive_tract",TRUE,"Metastasis",NA
"HSC5","HSC-5",NA,"HSC5_SKIN",NA,"ACH-001524",NA,NA,NA,NA,NA,"Male",75,"Skin","Skin carcinoma","Squamous",NA,NA,"skin",NA,"Primary",NA
"HSKTC","HSKTC",NA,"HSKTC_OVARY",NA,"ACH-002038",NA,NA,NA,NA,NA,"Female",46,"Urogenital","Ovarian","Krukenberg",NA,NA,"ovary",NA,"Primary",NA
"HSNB","HSNB",NA,"HSNB_AUTONOMIC_GANGLIA",NA,"ACH-002079",NA,NA,NA,NA,NA,"Male",0.6,"Other","Neuroendocrine","Neuroblastoma",NA,NA,"autonomic_ganglia",NA,"Primary",NA
"HSOS1","HS-Os-1",NA,"HSOS1_BONE",NA,"ACH-002069",NA,NA,NA,NA,NA,"Female",11,"Bone","Bone","Osteosarcoma",NA,NA,"bone",NA,"Primary",NA
"HSPSS","HS-PSS",NA,"HSPSS_CENTRAL_NERVOUS_SYSTEM",NA,"ACH-002065",NA,NA,NA,NA,NA,"Male",NA,"Soft tissue","Sarcoma","NOS",NA,NA,"prostate",TRUE,"Metastasis",NA
"HSQ89","HSQ-89",NA,"HSQ89_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-002044",NA,NA,NA,NA,NA,"Male",74,"Head and Neck","Head and Neck","Squamous",NA,NA,"upper_aerodigestive_tract",NA,"Primary",NA
"HSSCH2","HS-Sch-2",NA,"HSSCH2_CENTRAL_NERVOUS_SYSTEM",NA,"ACH-002066",NA,NA,NA,NA,NA,"Female",54,"Soft tissue","Sarcoma","NOS",NA,NA,"central_nervous_system",NA,"Primary",NA
"HSSY2","HSSY2",NA,"HSSY2_SOFT_TISSUE",NA,"ACH-001273",NA,NA,NA,NA,NA,"Male",NA,"Soft tissue","Sarcoma","Synovial sarcoma",NA,NA,"pleural_effusion",NA,NA,NA
"HSSYII","HS-SY-II",NA,"HSSYII_LUNG",NA,"ACH-002085",NA,NA,NA,NA,NA,"Unknown",NA,"Soft tissue","Sarcoma","Synovial sarcoma",NA,NA,"lung",TRUE,"Metastasis",NA
"HSTS",NA,NA,NA,NA,NA,NA,NA,444,"H-STS","CVCL_L296",NA,NA,"Other","Neuroendocrine","Midgut",NA,"",NA,TRUE,NA,NA
"HT","HT","HT","HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-000914",907063,"SIDM00661",445,"HT","CVCL_1290","Male",70,"Lymphoid","Lymphoma","Diffuse large B-cell (DLBCL)","GCB-type","haematopoietic_and_lymphoid_tissue","ascites",NA,NA,NA
"HT1080","HT-1080","HT-1080","HT1080_SOFT_TISSUE",NA,"ACH-000054",907064,"SIDM00828",446,"HT-1080","CVCL_0317","Male",35,"Soft tissue","Sarcoma","NOS",NA,"soft_tissue","soft_tissue",TRUE,"Metastasis",NA
"HT115","HT115","HT-115","HT115_LARGE_INTESTINE",NA,"ACH-000986",907289,"SIDM00534",447,"HT115","CVCL_2520","Unknown",NA,"Gastrointestinal","Colorectal","Adenocarcinoma",NA,"large_intestine","Colon",NA,NA,NA
"HT1197","HT-1197","HT-1197","HT1197_URINARY_TRACT",NA,"ACH-000547",907065,"SIDM00676",448,"HT-1197","CVCL_1291","Male",44,"Urogenital","Bladder","NOS",NA,"urinary_tract","urinary_tract",NA,"Primary",NA
"HT1376","HT-1376","HT-1376","HT1376_URINARY_TRACT",NA,"ACH-000724",907066,"SIDM00678",449,"HT-1376","CVCL_1292","Female",58,"Urogenital","Bladder","NOS",NA,"urinary_tract","urinary_tract",NA,"Primary",NA
"HT144","HT-144","HT-144","HT144_SKIN",NA,"ACH-000322",907067,"SIDM00695",450,"HT-144","CVCL_0318","Male",29,"Skin","Melanoma","NOS",NA,"skin","skin",TRUE,"Metastasis",NA
"HT144SKINFV1","HT144 SKIN FV1",NA,"HT144_SKIN_FV1_RESISTANT","HT144_Dab","ACH-002458",NA,NA,NA,NA,NA,"Male",29,"Skin","Melanoma","NOS",NA,NA,"skin",NA,NA,"Drug resistance: Dabrafenib"
"HT144SKINFV2","HT144 SKIN FV2",NA,"HT144_SKIN_FV2_RESISTANT","HTT144_Dab_Rox","ACH-002460",NA,NA,NA,NA,NA,"Male",29,"Skin","Melanoma","NOS",NA,NA,"skin",NA,NA,"Drug resistance: Dabrafenib and Roxadustat"
"HT144SKINFV3","HT144 SKIN FV3",NA,"HT144_SKIN_FV3_RESISTANT","HT144_Dab_Tram","ACH-002459",NA,NA,NA,NA,NA,"Male",29,"Skin","Melanoma","NOS",NA,NA,"skin",NA,NA,"Drug resistance: Dabrafenib and Trametinib"
